judul,pengarang,klasifikasi,status,genre_utama,subgenre,genre,content
Panduan Budi Daya 19 Ragam Olahan Mangga,Rakmat Rukmana,634.4,Penyiangan 2025-2,teknologi,umum,teknologi umum,panduan budi daya  ragam olahan mangga rakmat rukmana teknologi umum
Mengintip Hurita Cikeas,Bambang Adhi Kuncoro,817,Penyiangan 2025-2,sastra,umum,sastra umum,mengintip hurita cikeas bambang adhi kuncoro sastra umum
Mengintip Hurita Cikeas,Bambang Adhi Kuncoro,817,Penyiangan 2025-2,sastra,umum,sastra umum,mengintip hurita cikeas bambang adhi kuncoro sastra umum
40 Hadits Qudsi dan Dzikir,dr. a'idh al-qarni m.a.,297.241,Penyiangan 2025-2,agama,umum,agama umum, hadits qudsi dan dzikir dr aidh alqarni ma agama umum
Himpunan Khutbah Jumat Bahasa Indonesia,Sutrisno Usman,297.4124,Penyiangan 2025-2,agama,umum,agama umum,himpunan khutbah jumat bahasa indonesia sutrisno usman agama umum
111 Ide Penjualan Dosis Tinggi Yang Terbukti Sukses,Andi Widjaja,658.81,Penyiangan 2025-2,teknologi,umum,teknologi umum, ide penjualan dosis tinggi yang terbukti sukses andi widjaja teknologi umum
Ahlulbait dan Al-Quran : Warisan Abadi Nabi yang Suci,M.H. Ma'rifat,297.9,Penyiangan 2025-2,agama,umum,agama umum,ahlulbait dan alquran  warisan abadi nabi yang suci mh marifat agama umum
Tip Memilih Makanan Produk Industri,Tuhana Taufiq A,641.3,Penyiangan 2025-2,teknologi,umum,teknologi umum,tip memilih makanan produk industri tuhana taufiq a teknologi umum
Perang Muhammad: Kisah Perjuangan dan Pertempuran Rasulullah,Nizar Abazhah,297.91,Penyiangan 2025-2,agama,umum,agama umum,perang muhammad kisah perjuangan dan pertempuran rasulullah nizar abazhah agama umum
"Sekali Baca Langsung Inget Mahir Drum : Semudah Membalikan Telapak Tangan Jelas, Detail, Simple dan Terarah",M. Rizky Muda,786,Penyiangan 2025-2,umum,umum,umum umum,sekali baca langsung inget mahir drum  semudah membalikan telapak tangan jelas detail simple dan terarah m rizky muda umum umum
Mekah,Nazaruddin Thamrin,297.4157,Penyiangan 2025-2,agama,umum,agama umum,mekah nazaruddin thamrin agama umum
Contract Drafting: Karangka Dasar dan Teknik Penyusun Kontrak,"Suhardana, f.x",346.02,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,contract drafting karangka dasar dan teknik penyusun kontrak suhardana fx sosial politik anak
Transformasi Quantum Zikir Mengubah Yang Biasa Menjadi Luar Biasa,Ust. Saifuddin Aman,297.542,Penyiangan 2025-2,agama,umum,agama umum,transformasi quantum zikir mengubah yang biasa menjadi luar biasa ust saifuddin aman agama umum
"2 IN 1 Common Mistake In Trading (forex, index, stocks) dan Panduan Metatrader 4",ivan susanto,658.81,Penyiangan 2025-2,teknologi,umum,teknologi umum, in  common mistake in trading forex index stocks dan panduan metatrader  ivan susanto teknologi umum
Tuntunan Praktis Perawatan Jenazah,"Duta Grafika,S.Ag",297.455,Penyiangan 2025-2,agama,umum,agama umum,tuntunan praktis perawatan jenazah duta grafikasag agama umum
Ketik Regi Spasi : Opini Orang Biasa Dari Sudut Jiwa Yang Penuh Tanya,Burhan Sodiq,384.6,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,ketik regi spasi  opini orang biasa dari sudut jiwa yang penuh tanya burhan sodiq sosial politik umum
Ulumul Quran Zaman Kita,"Mattson, inggrid",297.1225,Penyiangan 2025-2,agama,umum,agama umum,ulumul quran zaman kita mattson inggrid agama umum
Ganti Hati Tantangan Menjadi Menteri,Dahlan Iskan,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,ganti hati tantangan menjadi menteri dahlan iskan sejarah umum
Cara Praktis Membuat Proposal Anti Galau,Adi Handoko,808,Penyiangan 2025-2,sastra,umum,sastra umum,cara praktis membuat proposal anti galau adi handoko sastra umum
Hafalan Juz'amma Zikir Setelah Shalat Hadis-Hadis Pilihan Doa-Doa Harian,Syaiful Mujahidin,297.14,Penyiangan 2025-2,agama,umum,agama umum,hafalan juzamma zikir setelah shalat hadishadis pilihan doadoa harian syaiful mujahidin agama umum
Sejarah Ka'bah,Ali Husni Al-Kharbuthli,297.4157,Penyiangan 2025-2,agama,umum,agama umum,sejarah kabah ali husni alkharbuthli agama umum
Better Negotiators : Cara lihat Menjadi Negosiator Ulung,richard a. luecke,658.45,Penyiangan 2025-2,teknologi,umum,teknologi umum,better negotiators  cara lihat menjadi negosiator ulung richard a luecke teknologi umum
Pribadi Muhammad,Dr.Nizar Abazhah,297.9,Penyiangan 2025-2,agama,umum,agama umum,pribadi muhammad drnizar abazhah agama umum
"Tiga Garis Aku, Kamu, Takdir",Lucya Chriz,Fik,Penyiangan 2025-2,umum,umum,umum umum,tiga garis aku kamu takdir lucya chriz umum umum
Stylish Garden,Andie,712.6,Penyiangan 2025-2,umum,umum,umum umum,stylish garden andie umum umum
Lengkeng Spektakuler!,Redaksi Trubus,634.4,Penyiangan 2025-2,teknologi,umum,teknologi umum,lengkeng spektakuler redaksi trubus teknologi umum
Rahasia Sukses Membuat Masakan Praktis & Lezat untuk Pemula,Budi Sutomo,641.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,rahasia sukses membuat masakan praktis  lezat untuk pemula budi sutomo teknologi anak
Lengkeng Spektakuler!,Redaksi Trubus,634.4,Penyiangan 2025-2,teknologi,umum,teknologi umum,lengkeng spektakuler redaksi trubus teknologi umum
Rahasia Sukses Membuat Masakan Praktis & Lezat untuk Pemula,Budi Sutomo,641.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,rahasia sukses membuat masakan praktis  lezat untuk pemula budi sutomo teknologi anak
Stylish Garden,Andie,712.6,Penyiangan 2025-2,umum,umum,umum umum,stylish garden andie umum umum
The Wisdom of Life Sang Mindset Provokator,Hermawan GS,155.6,Penyiangan 2025-2,umum,umum,umum umum,the wisdom of life sang mindset provokator hermawan gs umum umum
Studi Islam Kontemporer,M.Rikza Chamami,297.73,Penyiangan 2025-2,agama,umum,agama umum,studi islam kontemporer mrikza chamami agama umum
Politikus-politikus Legenda Dunia,A.Faidi,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,politikuspolitikus legenda dunia afaidi sejarah umum
Simple Thinking about Blood Type,Achie Linda,741.5,Penyiangan 2025-2,umum,umum,umum umum,simple thinking about blood type achie linda umum umum
Masbuloh!! Again :Masalah Buat Loh?? Lagi!,Jemima Avalova,155.5,Penyiangan 2025-2,umum,umum,umum umum,masbuloh again masalah buat loh lagi jemima avalova umum umum
Sakinah Finance : Solusi Mudah Mengatur Keuangan Keluarga Islami,Luqyan Tamanni,297.43 LUQ s,Penyiangan 2025-2,agama,umum,agama umum,sakinah finance  solusi mudah mengatur keuangan keluarga islami luqyan tamanni agama umum
"Tahukah Anda?Tentang Pekerja Tetap,Kontrak,Freelance,Outsourcing",Doni Judian,331.11,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,tahukah andatentang pekerja tetapkontrakfreelanceoutsourcing doni judian sosial politik umum
Masakan Padang ala Resto Terlengkap,Yenny Liza Endro,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,masakan padang ala resto terlengkap yenny liza endro teknologi umum
Masuk Islam Karena Al-Quran : Kisah-kisah Istimewa Saat Menerima Hidayah Islam,Abu Muhammad Al-Isfari,297.574,Penyiangan 2025-2,agama,umum,agama umum,masuk islam karena alquran  kisahkisah istimewa saat menerima hidayah islam abu muhammad alisfari agama umum
"Libas Kanker dengan Terapi Herbal, Buah, dan Sayuran",Rifdah Sabella,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,libas kanker dengan terapi herbal buah dan sayuran rifdah sabella teknologi umum
Jurus Kilat Jadi Montir Profesional Secara Otodidak,Asep Yulirianto,629.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,jurus kilat jadi montir profesional secara otodidak asep yulirianto teknologi umum
How to Change Ourselves: Perubahan Menuju Hidup yang Lebih Baik,Majdi Al-Hilali,297.31,Penyiangan 2025-2,agama,umum,agama umum,how to change ourselves perubahan menuju hidup yang lebih baik majdi alhilali agama umum
"NU Tradisi, Relasi-Relasi Kuasa: Pencarian Wacana Baru","Bruinessen,Martin van",297.661.2,Penyiangan 2025-2,agama,umum,agama umum,nu tradisi relasirelasi kuasa pencarian wacana baru bruinessenmartin van agama umum
Al-Quran untuk Hidupmu : Menyimak Ayat Suci untuk Perubahan Diri,Sultan Abdulhameed,297.122.4,Penyiangan 2025-2,agama,umum,agama umum,alquran untuk hidupmu  menyimak ayat suci untuk perubahan diri sultan abdulhameed agama umum
Cara Praktis Menyusun Laporan Keuangan untuk Pemula,Akifa P.Nayla,657.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,cara praktis menyusun laporan keuangan untuk pemula akifa pnayla teknologi anak
Quantum Nazar Sinergi Ikhtiar Insani dan Kekuatan Ilahiah yang akan Mewujudkan Keinginan dan Cita-cita Anda,"Sugiarto,R.",297.493,Penyiangan 2025-2,agama,umum,agama umum,quantum nazar sinergi ikhtiar insani dan kekuatan ilahiah yang akan mewujudkan keinginan dan citacita anda sugiartor agama umum
Comedy Of Juno,Jacob Julian,813,Penyiangan 2025-2,sastra,umum,sastra umum,comedy of juno jacob julian sastra umum
The Wisdom of Life Sang Mindset Provokator,Hermawan GS,155.6,Penyiangan 2025-2,umum,umum,umum umum,the wisdom of life sang mindset provokator hermawan gs umum umum
Politikus-politikus Legenda Dunia,A.Faidi,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,politikuspolitikus legenda dunia afaidi sejarah umum
Dasar-Dasar Ilmu Pendidikan Islam,Nur Uhbiyati,297.73,Penyiangan 2025-2,agama,anak,agama anak,dasardasar ilmu pendidikan islam nur uhbiyati agama anak
Simple Thinking about Blood Type,Achie Linda,741.5,Penyiangan 2025-2,umum,umum,umum umum,simple thinking about blood type achie linda umum umum
Sakinah Finance : Solusi Mudah Mengatur Keuangan Keluarga Islami,Luqyan Tamanni,297.43 LUQ s,Penyiangan 2025-2,agama,umum,agama umum,sakinah finance  solusi mudah mengatur keuangan keluarga islami luqyan tamanni agama umum
"Tahukah Anda?Tentang Pekerja Tetap,Kontrak,Freelance,Outsourcing",Doni Judian,331.11,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,tahukah andatentang pekerja tetapkontrakfreelanceoutsourcing doni judian sosial politik umum
Resep Serba Ayam Penggugah Selera,Indriyani,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,resep serba ayam penggugah selera indriyani teknologi umum
Masuk Islam Karena Al-Quran : Kisah-kisah Istimewa Saat Menerima Hidayah Islam,Abu Muhammad Al-Isfari,297.574,Penyiangan 2025-2,agama,umum,agama umum,masuk islam karena alquran  kisahkisah istimewa saat menerima hidayah islam abu muhammad alisfari agama umum
"Libas Kanker dengan Terapi Herbal, Buah, dan Sayuran",Rifdah Sabella,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,libas kanker dengan terapi herbal buah dan sayuran rifdah sabella teknologi umum
"Menelanjangi Strategi Jin : jawaban Tuntas Seputar Jin,Setan, dan Ruqyah",Aam Amiruddin,297.371,Penyiangan 2025-2,agama,umum,agama umum,menelanjangi strategi jin  jawaban tuntas seputar jinsetan dan ruqyah aam amiruddin agama umum
Outbound ke Alam Ruhani,"Ibad,M.N.",133.9,Penyiangan 2025-2,umum,umum,umum umum,outbound ke alam ruhani ibadmn umum umum
Katsu!,Adachi Mitsuru,FIK,Penyiangan 2025-2,umum,umum,umum umum,katsu adachi mitsuru umum umum
"NU Tradisi, Relasi-Relasi Kuasa: Pencarian Wacana Baru","Bruinessen,Martin van",297.661.2,Penyiangan 2025-2,agama,umum,agama umum,nu tradisi relasirelasi kuasa pencarian wacana baru bruinessenmartin van agama umum
Al-Quran untuk Hidupmu : Menyimak Ayat Suci untuk Perubahan Diri,Sultan Abdulhameed,297.122.4,Penyiangan 2025-2,agama,umum,agama umum,alquran untuk hidupmu  menyimak ayat suci untuk perubahan diri sultan abdulhameed agama umum
Meditasi : Penyembuhan dari Dalam / Budi Prayitno,Budi Prayitno,158.128,Penyiangan 2025-2,umum,umum,umum umum,meditasi  penyembuhan dari dalam  budi prayitno budi prayitno umum umum
Islam dan Pembebasan,Asghar Ali Engineer,297,Penyiangan 2025-2,agama,umum,agama umum,islam dan pembebasan asghar ali engineer agama umum
Jagalah Lisanmu,Lukman Santoso,324.07,Penyiangan 2025,sosial politik,umum,sosial politik umum,jagalah lisanmu lukman santoso sosial politik umum
The Wisdom of Life Sang Mindset Provokator,Hermawan GS,155.6,Penyiangan 2025-2,umum,umum,umum umum,the wisdom of life sang mindset provokator hermawan gs umum umum
Dasar-Dasar Ilmu Pendidikan Islam,Nur Uhbiyati,297.73,Penyiangan 2025-2,agama,anak,agama anak,dasardasar ilmu pendidikan islam nur uhbiyati agama anak
Simple Thinking about Blood Type,Achie Linda,741.5,Penyiangan 2025-2,umum,umum,umum umum,simple thinking about blood type achie linda umum umum
Sakinah Finance : Solusi Mudah Mengatur Keuangan Keluarga Islami,Luqyan Tamanni,297.43 LUQ s,Penyiangan 2025-2,agama,umum,agama umum,sakinah finance  solusi mudah mengatur keuangan keluarga islami luqyan tamanni agama umum
"Tahukah Anda?Tentang Pekerja Tetap,Kontrak,Freelance,Outsourcing",Doni Judian,331.11,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,tahukah andatentang pekerja tetapkontrakfreelanceoutsourcing doni judian sosial politik umum
Resep Serba Ayam Penggugah Selera,Indriyani,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,resep serba ayam penggugah selera indriyani teknologi umum
Masuk Islam Karena Al-Quran : Kisah-kisah Istimewa Saat Menerima Hidayah Islam,Abu Muhammad Al-Isfari,297.574,Penyiangan 2025-2,agama,umum,agama umum,masuk islam karena alquran  kisahkisah istimewa saat menerima hidayah islam abu muhammad alisfari agama umum
"Libas Kanker dengan Terapi Herbal, Buah, dan Sayuran",Rifdah Sabella,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,libas kanker dengan terapi herbal buah dan sayuran rifdah sabella teknologi umum
"Menelanjangi Strategi Jin : jawaban Tuntas Seputar Jin,Setan, dan Ruqyah",Aam Amiruddin,297.371,Penyiangan 2025-2,agama,umum,agama umum,menelanjangi strategi jin  jawaban tuntas seputar jinsetan dan ruqyah aam amiruddin agama umum
Outbound ke Alam Ruhani,"Ibad,M.N.",133.9,Penyiangan 2025-2,umum,umum,umum umum,outbound ke alam ruhani ibadmn umum umum
Katsu!,Adachi Mitsuru,FIK,Penyiangan 2025-2,umum,umum,umum umum,katsu adachi mitsuru umum umum
"NU Tradisi, Relasi-Relasi Kuasa: Pencarian Wacana Baru","Bruinessen,Martin van",297.661.2,Penyiangan 2025-2,agama,umum,agama umum,nu tradisi relasirelasi kuasa pencarian wacana baru bruinessenmartin van agama umum
Al-Quran untuk Hidupmu : Menyimak Ayat Suci untuk Perubahan Diri,Sultan Abdulhameed,297.122.4,Penyiangan 2025-2,agama,umum,agama umum,alquran untuk hidupmu  menyimak ayat suci untuk perubahan diri sultan abdulhameed agama umum
Meditasi : Penyembuhan dari Dalam / Budi Prayitno,Budi Prayitno,158.128,Penyiangan 2025-2,umum,umum,umum umum,meditasi  penyembuhan dari dalam  budi prayitno budi prayitno umum umum
Islam dan Pembebasan,Asghar Ali Engineer,297,Penyiangan 2025-2,agama,umum,agama umum,islam dan pembebasan asghar ali engineer agama umum
The Wisdom of Life Sang Mindset Provokator,Hermawan GS,155.6,Penyiangan 2025-2,umum,umum,umum umum,the wisdom of life sang mindset provokator hermawan gs umum umum
Studi Islam Kontemporer,M.Rikza Chamami,297.73,Penyiangan 2025-2,agama,umum,agama umum,studi islam kontemporer mrikza chamami agama umum
Politikus-politikus Legenda Dunia,A.Faidi,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,politikuspolitikus legenda dunia afaidi sejarah umum
Masbuloh!! Again :Masalah Buat Loh?? Lagi!,Jemima Avalova,155.5,Penyiangan 2025-2,umum,umum,umum umum,masbuloh again masalah buat loh lagi jemima avalova umum umum
Sakinah Finance : Solusi Mudah Mengatur Keuangan Keluarga Islami,Luqyan Tamanni,297.43 LUQ s,Penyiangan 2025-2,agama,umum,agama umum,sakinah finance  solusi mudah mengatur keuangan keluarga islami luqyan tamanni agama umum
"Tahukah Anda?Tentang Pekerja Tetap,Kontrak,Freelance,Outsourcing",Doni Judian,331.11,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,tahukah andatentang pekerja tetapkontrakfreelanceoutsourcing doni judian sosial politik umum
Masakan Padang ala Resto Terlengkap,Yenny Liza Endro,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,masakan padang ala resto terlengkap yenny liza endro teknologi umum
Masuk Islam Karena Al-Quran : Kisah-kisah Istimewa Saat Menerima Hidayah Islam,Abu Muhammad Al-Isfari,297.574,Penyiangan 2025-2,agama,umum,agama umum,masuk islam karena alquran  kisahkisah istimewa saat menerima hidayah islam abu muhammad alisfari agama umum
"Libas Kanker dengan Terapi Herbal, Buah, dan Sayuran",Rifdah Sabella,615.8,Penyiangan 2025-2,teknologi,umum,teknologi umum,libas kanker dengan terapi herbal buah dan sayuran rifdah sabella teknologi umum
Jurus Kilat Jadi Montir Profesional Secara Otodidak,Asep Yulirianto,629.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,jurus kilat jadi montir profesional secara otodidak asep yulirianto teknologi umum
How to Change Ourselves: Perubahan Menuju Hidup yang Lebih Baik,Majdi Al-Hilali,297.31,Penyiangan 2025-2,agama,umum,agama umum,how to change ourselves perubahan menuju hidup yang lebih baik majdi alhilali agama umum
"NU Tradisi, Relasi-Relasi Kuasa: Pencarian Wacana Baru","Bruinessen,Martin van",297.661.2,Penyiangan 2025-2,agama,umum,agama umum,nu tradisi relasirelasi kuasa pencarian wacana baru bruinessenmartin van agama umum
Al-Quran untuk Hidupmu : Menyimak Ayat Suci untuk Perubahan Diri,Sultan Abdulhameed,297.122.4,Penyiangan 2025-2,agama,umum,agama umum,alquran untuk hidupmu  menyimak ayat suci untuk perubahan diri sultan abdulhameed agama umum
Cara Praktis Menyusun Laporan Keuangan untuk Pemula,Akifa P.Nayla,657.3,Penyiangan 2025-2,teknologi,anak,teknologi anak,cara praktis menyusun laporan keuangan untuk pemula akifa pnayla teknologi anak
Quantum Nazar Sinergi Ikhtiar Insani dan Kekuatan Ilahiah yang akan Mewujudkan Keinginan dan Cita-cita Anda,"Sugiarto,R.",297.493,Penyiangan 2025-2,agama,umum,agama umum,quantum nazar sinergi ikhtiar insani dan kekuatan ilahiah yang akan mewujudkan keinginan dan citacita anda sugiartor agama umum
Comedy Of Juno,Jacob Julian,813,Penyiangan 2025-2,sastra,umum,sastra umum,comedy of juno jacob julian sastra umum
Dahsyatnya Terapi Herbal untuk 7 Penyakit Degeneratif,Rianti Amelia,582.12,Penyiangan 2025-2,sains,umum,sains umum,dahsyatnya terapi herbal untuk  penyakit degeneratif rianti amelia sains umum
Daulah Kepemudaan Risalah Kecil Menuju Kebangkitan Pemuda Islam,Muhammad Guntur,297.5,Penyiangan 2025-2,agama,umum,agama umum,daulah kepemudaan risalah kecil menuju kebangkitan pemuda islam muhammad guntur agama umum
Manajemen SQi Sukses Qur'ani,Majdi Al-Hilali,297.16,Penyiangan 2025-2,agama,umum,agama umum,manajemen sqi sukses qurani majdi alhilali agama umum
Anak-Anak Cemerlang,"Simister,C.J.",370,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,anakanak cemerlang simistercj sosial politik anak
Pendidikan Berbasis Masyarakat : Relasi Negara dan Masyarakat dalam Pendidikan,Toto Suharto,370,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,pendidikan berbasis masyarakat  relasi negara dan masyarakat dalam pendidikan toto suharto sosial politik umum
Panduan Praktis Shalat Wajib & Sunnah,Abdul Bakir,297.412,Penyiangan 2025-2,agama,umum,agama umum,panduan praktis shalat wajib  sunnah abdul bakir agama umum
Nabi Isa Akan Turun di Langit Damaskus,Abu Fatiah Al-Adnani,297.34,Penyiangan 2025-2,agama,umum,agama umum,nabi isa akan turun di langit damaskus abu fatiah aladnani agama umum
Islam Pesisir,Nur Syam,297.61,Penyiangan 2025-2,agama,umum,agama umum,islam pesisir nur syam agama umum
99 Inspirasi Pagi untuk Setiap Muslim,Muhammad H.Bashori,297,Penyiangan 2025-2,agama,umum,agama umum, inspirasi pagi untuk setiap muslim muhammad hbashori agama umum
One Direction Get Closer To,Gayatri Djajengminardo,927,Penyiangan 2025-2,sejarah,umum,sejarah umum,one direction get closer to gayatri djajengminardo sejarah umum
"Yuk, Kita Shalat! Panduan Lengkap & Mudah Dipraktikkan untuk Anak",Muh.Rouf,297.412,Penyiangan 2025-2,agama,anak,agama anak,yuk kita shalat panduan lengkap  mudah dipraktikkan untuk anak muhrouf agama anak
Hari-Hari Terakhir Che Guevara : Bolivia 7 November 1966 - 7 Oktober 1967,"Guevara, Che",923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,harihari terakhir che guevara  bolivia  november    oktober  guevara che sejarah umum
Pelatihan Lengkap Tazkiyatun Nafs,Syekh Yahya ibn Hamzah al-Yamani,297.5,Penyiangan 2025-2,agama,umum,agama umum,pelatihan lengkap tazkiyatun nafs syekh yahya ibn hamzah alyamani agama umum
Biografi Imam Ahmad Ibn Hanbal,Tariq Suwaidan,297.982.1,Penyiangan 2025-2,agama,umum,agama umum,biografi imam ahmad ibn hanbal tariq suwaidan agama umum
Ideologi PKS Dari Masjid Kampus ke Gedung Parlemen,"Rahmat,M.Imdadun",297.662,Penyiangan 2025-2,agama,umum,agama umum,ideologi pks dari masjid kampus ke gedung parlemen rahmatmimdadun agama umum
Deadly Train Hantu Kereta Bintaro,Lonyenk Rap,FIK,Penyiangan 2025-2,umum,umum,umum umum,deadly train hantu kereta bintaro lonyenk rap umum umum
Dahsyatnya Terapi Herbal untuk 7 Penyakit Degeneratif,Rianti Amelia,582.12,Penyiangan 2025-2,sains,umum,sains umum,dahsyatnya terapi herbal untuk  penyakit degeneratif rianti amelia sains umum
Daulah Kepemudaan Risalah Kecil Menuju Kebangkitan Pemuda Islam,Muhammad Guntur,297.5,Penyiangan 2025-2,agama,umum,agama umum,daulah kepemudaan risalah kecil menuju kebangkitan pemuda islam muhammad guntur agama umum
Manajemen SQi Sukses Qur'ani,Majdi Al-Hilali,297.16,Penyiangan 2025-2,agama,umum,agama umum,manajemen sqi sukses qurani majdi alhilali agama umum
Anak-Anak Cemerlang,"Simister,C.J.",370,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,anakanak cemerlang simistercj sosial politik anak
Pendidikan Berbasis Masyarakat : Relasi Negara dan Masyarakat dalam Pendidikan,Toto Suharto,370,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,pendidikan berbasis masyarakat  relasi negara dan masyarakat dalam pendidikan toto suharto sosial politik umum
Panduan Praktis Shalat Wajib & Sunnah,Abdul Bakir,297.412,Penyiangan 2025-2,agama,umum,agama umum,panduan praktis shalat wajib  sunnah abdul bakir agama umum
Nabi Isa Akan Turun di Langit Damaskus,Abu Fatiah Al-Adnani,297.34,Penyiangan 2025-2,agama,umum,agama umum,nabi isa akan turun di langit damaskus abu fatiah aladnani agama umum
Islam Pesisir,Nur Syam,297.61,Penyiangan 2025-2,agama,umum,agama umum,islam pesisir nur syam agama umum
99 Inspirasi Pagi untuk Setiap Muslim,Muhammad H.Bashori,297,Penyiangan 2025-2,agama,umum,agama umum, inspirasi pagi untuk setiap muslim muhammad hbashori agama umum
One Direction Get Closer To,Gayatri Djajengminardo,927,Penyiangan 2025-2,sejarah,umum,sejarah umum,one direction get closer to gayatri djajengminardo sejarah umum
Hari-Hari Terakhir Che Guevara : Bolivia 7 November 1966 - 7 Oktober 1967,"Guevara, Che",923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,harihari terakhir che guevara  bolivia  november    oktober  guevara che sejarah umum
Pelatihan Lengkap Tazkiyatun Nafs,Syekh Yahya ibn Hamzah al-Yamani,297.5,Penyiangan 2025-2,agama,umum,agama umum,pelatihan lengkap tazkiyatun nafs syekh yahya ibn hamzah alyamani agama umum
Ketrampilan Kejuruan Konstruksi Kayu,Daryanto,694.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,ketrampilan kejuruan konstruksi kayu daryanto teknologi umum
Tasawuf Kultural : Fenomena Shalawat Wahidiyah,Sokhi Huda,297.52,Penyiangan 2025-2,agama,umum,agama umum,tasawuf kultural  fenomena shalawat wahidiyah sokhi huda agama umum
Jomblo Istiqomah,Zain Malik,297.431.1,Penyiangan 2025-2,agama,umum,agama umum,jomblo istiqomah zain malik agama umum
Deadly Train Hantu Kereta Bintaro,Lonyenk Rap,FIK,Penyiangan 2025-2,umum,umum,umum umum,deadly train hantu kereta bintaro lonyenk rap umum umum
"Aneka Menu Sehat & Lezat untuk Penderita Asam Urat, Diabetes, Hipertensi & Stroke",Anggi Primastuti,641.563,Penyiangan 2025-2,teknologi,umum,teknologi umum,aneka menu sehat  lezat untuk penderita asam urat diabetes hipertensi  stroke anggi primastuti teknologi umum
Sistem Kelistrikan Motor,Daryanto,621.31,Penyiangan 2025-2,teknologi,umum,teknologi umum,sistem kelistrikan motor daryanto teknologi umum
Wisata Supranatural di Pulau Jawa,Sutrisno Raharjo,133,Penyiangan 2025-2,umum,umum,umum umum,wisata supranatural di pulau jawa sutrisno raharjo umum umum
"Misteri Tidur : Rahasia Kesehatan, Kepribadian, dan Keajaiban Lain di Balik Tidur Anda",Ahmad Syawqi Ibrahim,613.7,Penyiangan 2025-2,teknologi,umum,teknologi umum,misteri tidur  rahasia kesehatan kepribadian dan keajaiban lain di balik tidur anda ahmad syawqi ibrahim teknologi umum
Panduan Praktis Shalat Wajib & Sunnah,Abdul Bakir,297.412,Penyiangan 2025-2,agama,umum,agama umum,panduan praktis shalat wajib  sunnah abdul bakir agama umum
99 Inspirasi Pagi untuk Setiap Muslim,Muhammad H.Bashori,297,Penyiangan 2025-2,agama,umum,agama umum, inspirasi pagi untuk setiap muslim muhammad hbashori agama umum
Top 50 Bisnis Kuliner Unik Super Kreatif,Rapatata,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,top  bisnis kuliner unik super kreatif rapatata teknologi umum
"Yuk, Kita Shalat! Panduan Lengkap & Mudah Dipraktikkan untuk Anak",Muh.Rouf,297.412,Penyiangan 2025-2,agama,anak,agama anak,yuk kita shalat panduan lengkap  mudah dipraktikkan untuk anak muhrouf agama anak
Hari-Hari Terakhir Che Guevara : Bolivia 7 November 1966 - 7 Oktober 1967,"Guevara, Che",923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,harihari terakhir che guevara  bolivia  november    oktober  guevara che sejarah umum
Biografi Imam Ahmad Ibn Hanbal,Tariq Suwaidan,297.982.1,Penyiangan 2025-2,agama,umum,agama umum,biografi imam ahmad ibn hanbal tariq suwaidan agama umum
Daun Berserakan: Sebuah Renungan Hati,budi handrianto,297.715,Penyiangan 2025-2,agama,umum,agama umum,daun berserakan sebuah renungan hati budi handrianto agama umum
Ideologi PKS Dari Masjid Kampus ke Gedung Parlemen,"Rahmat,M.Imdadun",297.662,Penyiangan 2025-2,agama,umum,agama umum,ideologi pks dari masjid kampus ke gedung parlemen rahmatmimdadun agama umum
Elegi Cinta,Fhathimha Shythy,FIK,Penyiangan 2025-2,umum,umum,umum umum,elegi cinta fhathimha shythy umum umum
"Coming Soon...""sssttt...jangan berisik, sebentar lagi pertunjukan akan dimulai""",Ari Keling,FIK,Penyiangan 2025-2,umum,umum,umum umum,coming soonssstttjangan berisik sebentar lagi pertunjukan akan dimulai ari keling umum umum
